vehicleType,customerID,supplierID,Material Shipped,ontime_delay,Org_latitude,Org_longitude,Des_latitude,Des_longitude,MT,ID,weather_code,temperature_max,temperature_min,diff_hours,planned_day_of_week,actual_day_of_week,planned_hour,actual_hour,planned_month,actual_month,origin_state,dest_state,distance
44,34,303,387,1,12.674,77.767,13.155,80.196,0,997,61,33,26,-91.89205277777778,5,1,19,23,8,8,15,24,325.0
20,27,201,387,0,9.973636,78.281783,12.223062,76.690357,0,998,53,28,20,71.35914166666667,5,1,18,18,8,8,15,14,525.0
44,5,294,481,1,12.839,79.954,12.839,79.954,0,999,53,32,25,-93.85712694444445,5,1,15,17,8,8,15,24,20.0
31,2,170,341,0,13.087428,80.184717,18.750621,73.87719,14,1000,61,33,26,25.420836944444446,0,1,19,20,8,8,15,17,1199.0
31,2,170,86,0,13.087428,80.184717,18.750621,73.87719,14,1001,61,34,24,90.3504,5,2,19,14,8,8,15,17,1199.0
44,5,294,86,1,12.839,79.954,12.839,79.954,0,1002,53,32,25,-97.23271583333333,5,1,18,17,8,8,15,24,20.0
44,5,283,86,1,12.839,79.954,12.839,79.954,0,1003,53,32,25,-91.04022972222222,5,1,12,17,8,8,15,24,3.0
14,6,237,1080,0,18.750621,73.87719,16.184556,80.332451,0,1004,63,33,23,30.90284527777778,0,1,15,22,8,8,11,1,900.0
44,0,306,1172,1,12.72,77.817,12.722,77.87,0,1005,53,27,19,-99.88914916666667,5,1,20,16,8,8,9,14,110.0
8,0,163,933,1,11.154594,76.922532,12.746894,77.806168,8,1006,53,27,19,-74.56054166666667,4,1,20,18,8,8,15,24,400.0
34,6,267,366,0,18.750621,73.87719,26.131293,91.749014,7,1007,63,32,25,140.62724166666666,2,1,19,16,8,8,11,2,2750.0
44,5,318,1272,1,12.839,79.954,12.839,79.954,0,1008,53,32,24,-78.62063527777778,4,1,22,15,8,8,15,24,585.0
44,5,298,1169,1,12.839,79.954,12.839,79.954,0,1009,53,32,24,-71.69697777777778,4,1,15,15,8,8,15,24,203.0
44,5,312,1067,1,12.839,79.954,12.839,79.954,0,1010,53,32,25,-93.72065833333333,5,1,13,15,8,8,15,24,15.0
44,5,318,1067,1,12.839,79.954,12.839,79.954,0,1011,53,32,24,-70.41953333333333,4,1,13,15,8,8,15,24,103.0
8,0,190,86,1,11.154594,76.922532,12.746894,77.806168,8,1012,53,27,19,-4.257669444444445,1,1,20,16,8,8,15,24,400.0
2,0,190,84,1,11.154594,76.922532,13.187219,80.307731,5,1013,61,33,25,-76.85807583333333,4,1,20,16,8,8,15,24,530.0
2,0,190,86,0,11.154594,76.922532,13.187219,80.307731,5,1014,61,33,25,0.7940944444444444,1,1,14,15,8,8,15,24,530.0
44,0,306,86,1,12.72,77.817,12.722,77.87,0,1015,53,27,19,-99.76962972222222,5,1,19,15,8,8,9,14,110.0
44,0,306,86,1,12.72,77.817,12.722,77.87,0,1016,53,27,19,-99.46968722222222,5,1,19,15,8,8,9,14,110.0
44,5,318,996,1,12.839,79.954,12.839,79.954,0,1017,53,32,24,-78.32218611111111,4,1,21,15,8,8,15,24,103.0
44,34,303,997,1,12.674,77.767,13.155,80.196,0,1018,61,33,24,-3.2991397222222223,1,1,23,20,8,8,15,24,325.0
11,34,172,833,1,18.750621,73.87719,12.683589,77.859239,7,1019,53,27,19,-3.9857075,1,1,19,15,8,8,11,24,980.0
34,7,199,1351,0,22.961777,72.094219,12.786517,79.975221,7,1020,63,30,25,1.0317369444444444,1,1,14,15,8,8,6,24,1900.0
44,5,294,86,1,12.839,79.954,12.839,79.954,0,1021,53,32,25,-99.18827416666667,5,1,18,14,8,8,15,24,20.0
44,5,283,590,1,12.839,79.954,12.839,79.954,0,1022,53,32,24,-4.199539722222222,1,1,18,14,8,8,15,24,940.0
31,5,210,86,1,18.750621,73.87719,12.930429,79.931163,14,1023,61,33,25,-61.25472972222222,4,2,14,1,8,8,11,24,1290.0
31,5,210,387,1,18.750621,73.87719,12.930429,79.931163,14,1024,61,33,25,-61.03328527777778,4,2,15,2,8,8,11,24,1290.0
31,5,150,359,1,18.750621,73.87719,12.930429,79.931163,14,1025,61,32,25,-4.773306388888889,1,1,19,14,8,8,11,24,1290.0
31,5,210,216,1,18.750621,73.87719,12.930429,79.931163,14,1026,61,33,25,-64.44591944444444,4,2,22,6,8,8,11,24,1290.0
31,5,210,387,0,18.750621,73.87719,12.930429,79.931163,14,1027,61,32,25,0.7502908333333334,1,1,13,14,8,8,11,24,1290.0
44,5,271,86,1,12.839,79.954,12.839,79.954,0,1028,53,32,25,-94.02157027777778,5,1,12,14,8,8,15,24,21.0
44,5,312,355,1,12.839,79.954,12.839,79.954,0,1029,53,32,24,-74.09684361111111,4,1,16,14,8,8,15,24,104.0
44,5,318,86,1,12.839,79.954,12.839,79.954,0,1030,53,32,25,-87.18792972222222,5,1,5,13,8,8,15,24,21.0
34,9,183,86,1,18.750621,73.87719,22.969075,72.325933,7,1031,63,29,25,-88.71791305555556,5,1,13,21,8,8,11,10,700.0
2,0,190,86,1,11.154594,76.922532,12.683589,77.859239,5,1032,53,28,19,-0.5889519444444444,1,1,15,14,8,8,15,24,400.0
2,0,163,86,1,11.154594,76.922532,12.683589,77.859239,5,1033,53,28,19,-3.1507730555555558,1,1,20,17,8,8,15,24,400.0
44,5,283,86,1,12.839,79.954,12.839,79.954,0,1034,53,32,24,-80.5471961111111,4,1,22,13,8,8,15,24,70.0
31,7,161,86,0,22.961777,72.094219,28.373519,76.835337,14,1035,65,30,25,22.794665833333333,0,1,17,15,8,8,6,11,900.0
44,12,275,876,1,28.207,76.856,28.207,76.856,0,1036,63,32,26,-99.5814325,5,1,16,12,8,8,14,22,115.0
31,2,170,1071,0,13.087428,80.184717,18.750621,73.87719,14,1037,63,34,24,106.2442,4,2,23,9,8,8,15,17,1199.0
34,7,205,62,1,28.373519,76.835337,12.786517,79.975221,7,1038,63,32,26,-2.2479130555555558,1,1,14,12,8,8,7,24,2425.0
44,5,292,86,1,12.839,79.954,12.839,79.954,0,1039,53,32,24,-81.55563611111111,4,1,21,11,8,8,15,24,3.0
44,5,283,86,1,12.839,79.954,12.839,79.954,0,1040,53,32,24,-82.20260277777778,4,1,21,11,8,8,15,24,61.0
44,11,280,590,0,28.318,76.893,17.96,74.37,0,1041,63,32,25,0.9679619444444445,1,1,14,15,8,8,7,17,1500.0
44,26,280,1063,0,28.318,76.893,17.96,74.37,0,1042,63,32,25,0.9680305555555555,1,1,14,15,8,8,7,17,1500.0
44,31,280,1074,0,28.318,76.893,17.96,74.37,0,1043,63,32,25,0.9679619444444445,1,1,14,15,8,8,7,17,1500.0
31,7,149,86,1,28.373519,76.835337,22.961777,72.094219,14,1044,63,32,26,-74.06860277777778,4,1,15,13,8,8,7,10,1000.0
31,7,147,86,1,28.373519,76.835337,12.786517,79.975221,14,1045,63,32,26,-3.0091175,1,1,14,11,8,8,7,24,2425.0
36,19,64,86,0,16.560192249175344,80.79229309159953,13.0631,77.590597,35,1046,63,27,19,35.71432222222222,6,1,23,11,8,8,9,14,31.7
31,19,63,86,0,26.19229040350968,91.75127677536253,25.259515,83.239894,14,1047,65,32,25,70.8206213888889,5,1,14,13,8,8,3,26,245.0
36,19,64,86,0,13.007503209603689,77.66509885593489,13.118723,77.68797,35,1048,61,27,19,63.14650833333334,5,1,20,12,8,8,9,14,19.7
36,19,74,923,0,23.67348,86.129379,23.250966,85.241196,35,1049,65,31,25,76.77509083333334,5,1,9,14,8,8,8,13,148.0
44,5,294,928,1,12.839,79.954,12.839,79.954,0,1050,53,32,24,-86.8918,5,1,2,11,8,8,15,24,20.0
44,12,317,86,1,27.98,76.38,27.98,76.38,0,1051,53,33,26,-97.38169833333333,5,1,15,13,8,8,14,22,200.0
31,7,161,86,1,28.373519,76.835337,22.961777,72.094219,14,1052,63,32,26,-77.59912861111111,4,1,17,12,8,8,7,10,1000.0
44,0,306,86,1,12.72,77.817,12.722,77.87,0,1053,53,27,19,-98.9841213888889,5,1,14,11,8,8,9,14,110.0
44,0,306,1260,1,12.72,77.817,12.722,77.87,0,1054,53,27,19,-99.46883527777777,5,1,14,11,8,8,9,14,110.0
44,5,294,86,1,12.839,79.954,12.839,79.954,0,1055,53,32,24,-78.459565,4,1,17,11,8,8,15,24,21.0
34,7,199,203,0,23.5159,72.077925,12.786517,79.975221,7,1056,65,30,25,14.867698055555556,0,1,20,11,8,8,6,24,1900.0
31,7,161,86,0,12.786517,79.975221,28.373519,76.835337,14,1057,65,32,25,19.073815833333335,0,1,16,11,8,8,15,11,2240.0
44,5,294,86,1,12.839,79.954,12.839,79.954,0,1058,53,32,24,-83.70061111111112,4,1,22,10,8,8,15,24,3.0
31,7,238,86,1,28.373519,76.835337,12.786517,79.975221,14,1059,63,32,26,-75.04686944444444,4,1,14,11,8,8,7,24,2425.0
31,20,170,86,0,13.087428,80.184717,18.750621,73.87719,14,1060,61,33,26,18.181511944444445,0,1,21,15,8,8,15,17,1199.0
31,7,162,86,0,12.786517,79.975221,22.961777,72.094219,14,1061,65,31,25,38.881238055555556,6,1,20,11,8,8,15,10,1900.0
31,7,242,86,0,12.786517,79.975221,22.961777,72.094219,14,1062,65,32,25,156.3688611111111,2,2,21,10,8,8,15,10,1900.0
31,20,205,1034,0,11.874962,79.714747,28.373519,76.835337,14,1063,65,34,25,168.6743111111111,2,2,16,17,8,8,13,11,2700.0
31,7,205,1033,0,12.786517,79.975221,28.373519,76.835337,14,1064,65,34,25,121.43347583333333,4,2,14,15,8,8,15,11,2240.0
34,7,205,86,0,12.786517,79.975221,28.635325,76.693244,7,1065,65,34,25,162.50122861111112,2,2,15,9,8,8,15,11,2455.0
44,0,306,86,1,12.72,77.817,12.722,77.87,0,1066,53,27,19,-99.83092583333334,5,1,14,10,8,8,9,14,110.0
44,0,306,269,1,12.72,77.817,12.722,77.87,0,1067,53,27,19,-99.64975555555556,5,1,14,10,8,8,9,14,110.0
44,0,306,1026,1,12.72,77.817,12.722,77.87,0,1068,53,27,19,-99.73329,5,1,14,10,8,8,9,14,110.0
34,7,176,144,0,28.373519,76.835337,12.786517,79.975221,7,1069,65,34,25,138.3581286111111,2,1,16,10,8,8,7,24,2425.0
31,34,161,1383,0,12.671093,77.779537,31.045961,76.664373,14,1070,65,35,24,190.28955555555555,1,2,20,19,8,8,15,12,2600.0
32,2,238,86,0,12.425747,79.880083,30.000345,76.732209,18,1071,65,34,25,194.79220194444446,1,2,21,23,8,8,15,11,2400.0
34,7,180,2,0,22.961777,72.094219,12.786517,79.975221,7,1072,65,32,25,163.6968813888889,1,1,14,10,8,8,6,24,1900.0
31,2,170,86,0,13.087428,80.184717,18.750621,73.87719,14,1073,63,34,24,188.47313972222221,0,1,18,14,8,8,15,17,1199.0
31,23,267,86,0,12.722686,77.676518,28.373519,76.835337,14,1074,65,34,25,99.94576944444445,4,2,21,1,8,8,9,11,2230.0
44,12,300,86,1,28.207,76.856,28.207,76.856,0,1075,63,32,26,-98.7837925,5,1,13,10,8,8,14,22,310.0
31,5,170,86,0,18.750621,73.87719,12.930429,79.931163,14,1076,65,27,21,224.06153805555556,6,1,14,22,8,8,11,24,1290.0
44,5,312,86,1,12.839,79.954,12.839,79.954,0,1077,53,32,24,-84.35907861111112,4,1,21,9,8,8,15,24,15.0
44,33,268,86,1,12.777,80.025,12.778,80.025,0,1078,51,33,25,-76.66920916666666,4,1,13,9,8,8,15,24,20.0
44,33,268,86,1,12.777,80.025,12.778,80.025,0,1079,51,33,25,-76.74292861111111,4,1,13,9,8,8,15,24,20.0
31,7,162,406,0,22.961777,72.094219,12.786517,79.975221,14,1080,65,31,25,18.047009166666665,0,1,15,9,8,8,6,24,1900.0
44,5,318,86,1,12.839,79.954,12.839,79.954,0,1081,53,32,24,-79.10285277777778,4,1,15,8,8,8,15,24,585.0
34,7,160,86,0,22.961777,72.094219,28.373519,76.835337,7,1082,63,30,25,15.4242675,0,1,17,8,8,8,6,11,900.0
31,23,267,387,0,12.722686,77.676518,28.373519,76.835337,14,1083,65,37,25,372.6437313888889,6,1,19,8,8,8,9,11,2230.0
31,7,160,387,0,28.373519,76.835337,22.961777,72.094219,14,1084,65,30,25,30.054483333333334,0,1,15,21,8,8,7,10,1000.0
44,5,294,366,1,12.839,79.954,12.839,79.954,0,1085,53,32,25,-95.00833055555556,5,1,5,6,8,8,15,24,20.0
34,7,161,481,0,28.373519,76.835337,22.961777,72.094219,7,1086,65,37,24,760.9138630555556,5,2,16,9,7,8,7,10,1000.0
44,20,309,481,1,11.872,79.632,13.102,80.194,0,1087,61,33,24,-93.44483722222222,5,1,3,6,8,8,13,24,175.0
44,20,309,481,1,11.872,79.632,13.102,80.194,0,1088,61,33,26,-95.74661666666667,5,1,5,5,8,8,13,24,175.0
34,6,237,481,0,18.750621,73.87719,28.30904,76.969455,7,1089,65,33,25,38.7129425,6,1,15,6,8,8,11,11,1400.0
34,6,95,481,0,18.750621,73.87719,28.30904,76.969455,7,1090,65,33,25,38.71552861111111,6,1,15,6,8,8,11,11,1400.0
34,6,241,481,0,18.750621,73.87719,28.30904,76.969455,7,1091,65,33,25,38.692775,6,1,15,6,8,8,11,11,1400.0
44,20,309,481,1,13.102,80.194,11.872,79.632,0,1092,61,33,24,-91.67494166666667,4,1,23,3,8,8,15,20,170.0
44,20,309,481,1,13.102,80.194,11.872,79.632,0,1093,61,33,24,-93.80223972222223,4,1,23,1,8,8,15,20,170.0
44,5,312,115,1,12.839,79.954,12.839,79.954,0,1094,53,32,25,-99.86606861111112,5,1,5,1,8,8,15,24,104.0
44,0,319,1173,1,13.215,80.32,12.726,77.876,0,1095,61,33,25,-83.03438138888889,4,1,17,6,8,8,9,24,560.0
44,5,271,339,1,12.839,79.954,12.839,79.954,0,1096,51,32,24,-94.50501194444445,4,0,22,23,8,8,15,24,21.0
44,5,283,928,1,12.839,79.954,12.839,79.954,0,1097,51,32,24,-87.79110472222222,4,0,15,23,8,8,15,24,3.0
44,20,309,339,1,11.871,79.739,11.871,79.739,0,1098,51,34,25,-95.72309166666666,4,0,23,23,8,8,13,20,300.0
20,29,201,75,0,9.973636,78.281783,12.223062,76.690357,0,1099,65,28,20,123.12069361111111,2,0,20,23,8,8,15,14,525.0
44,5,271,871,1,12.839,79.954,12.839,79.954,0,1100,51,32,24,-23.086964722222223,1,0,20,21,8,8,15,24,20.0
44,20,309,86,1,13.102,80.194,11.872,79.632,0,1101,55,31,24,-97.54496666666667,4,0,23,21,8,8,15,20,170.0
44,20,309,1273,1,11.872,79.632,13.102,80.194,0,1102,55,31,24,-93.50648416666667,4,0,18,21,8,8,13,24,175.0
44,5,294,1074,1,12.839,79.954,12.839,79.954,0,1103,51,32,24,-96.81298138888889,4,0,21,20,8,8,15,24,20.0
44,20,309,1273,1,11.872,79.632,13.102,80.194,0,1104,55,31,24,-94.00028333333333,4,0,21,23,8,8,13,24,175.0
34,7,161,1069,0,28.373519,76.835337,22.961777,72.094219,7,1105,65,32,25,7.215622222222223,0,0,15,22,8,8,7,10,1000.0
31,7,149,946,0,28.373519,76.835337,22.961777,72.094219,14,1106,65,32,25,20.05925,0,1,15,11,8,8,7,10,1000.0
44,5,271,1272,1,12.839,79.954,12.839,79.954,0,1107,51,33,24,-2.902828611111111,0,0,22,20,8,8,15,24,585.0
44,5,318,366,1,12.839,79.954,12.839,79.954,0,1108,51,32,24,-97.72591944444444,4,0,21,20,8,8,15,24,21.0
11,20,166,176,0,13.087428,80.184717,18.750621,73.87719,7,1109,61,33,24,46.86139166666667,6,1,17,16,8,8,15,17,1199.0
36,19,82,366,0,22.231627645808015,84.86986841751269,22.258833,84.679293,35,1110,65,32,25,117.75363888888889,2,0,22,20,8,8,12,19,30.0
36,19,64,1096,0,13.007503209603689,77.66509885593489,13.01693928244564,77.76302640284463,35,1111,61,27,19,95.63868972222222,3,0,20,20,8,8,9,14,17.5
44,5,318,355,1,12.839,79.954,12.839,79.954,0,1112,51,32,24,-25.187105555555554,1,0,21,19,8,8,15,24,103.0
34,7,249,366,0,22.961777,72.094219,12.786517,79.975221,7,1113,65,32,25,67.85452027777778,5,0,0,20,8,8,6,24,1900.0
44,20,309,988,1,11.872,79.632,11.872,79.632,0,1114,51,36,24,-14.300883333333333,1,0,9,19,8,8,13,20,240.0
44,34,287,1168,1,18.627,73.743,18.627,73.743,0,1115,61,24,22,-98.45455277777778,4,0,22,20,8,8,11,17,353.0
44,0,289,1074,1,13.155,80.197,13.155,80.197,0,1116,55,31,24,-96.70527138888889,4,0,20,19,8,8,15,24,265.0
44,5,271,1067,1,12.839,79.954,12.839,79.954,0,1117,51,32,24,-31.720077777777778,2,0,3,19,8,8,15,24,270.0
44,5,294,86,1,12.839,79.954,12.839,79.954,0,1118,51,32,24,-23.22023527777778,1,0,18,19,8,8,15,24,3.0
44,5,271,590,1,12.839,79.954,12.839,79.954,0,1119,51,32,24,-97.24130472222222,4,0,20,18,8,8,15,24,21.0
44,5,294,86,1,12.839,79.954,12.839,79.954,0,1120,51,32,24,-99.138475,4,0,21,18,8,8,15,24,20.0
44,5,283,86,1,12.839,79.954,12.839,79.954,0,1121,51,32,24,-24.28987888888889,1,0,18,18,8,8,15,24,70.0
31,5,183,86,1,18.750621,73.87719,12.930429,79.931163,14,1122,61,24,21,-1.479356388888889,0,0,19,18,8,8,11,24,1290.0
44,5,318,1315,1,12.839,79.954,12.839,79.954,0,1123,51,32,24,-25.163904722222224,1,0,18,17,8,8,15,24,103.0
44,0,306,668,1,12.72,77.817,12.722,77.87,0,1124,53,27,19,-99.6251325,4,0,20,17,8,8,9,14,110.0
31,2,170,280,0,13.087428,80.184717,18.750621,73.87719,14,1125,63,34,24,135.23768333333334,2,1,22,14,8,8,15,17,1199.0
44,5,312,280,1,12.839,79.954,12.839,79.954,0,1126,51,32,24,-96.89395833333333,4,0,17,16,8,8,15,24,20.0
44,5,318,253,1,12.839,79.954,12.839,79.954,0,1127,51,32,24,-21.565841666666667,1,0,14,16,8,8,15,24,29.0
44,5,295,86,1,22.99,72.25,18.747,73.788,0,1128,63,31,25,-20.114328611111112,1,0,13,17,8,8,11,17,1240.0
44,5,271,1216,1,12.839,79.954,12.839,79.954,0,1129,51,32,24,-27.30445361111111,1,0,19,16,8,8,15,24,21.0
44,0,316,1216,1,13.155,80.196,12.74,77.82,0,1130,55,31,24,-96.72906666666667,4,0,16,16,8,8,15,14,320.0
34,7,238,1255,0,28.373519,76.835337,12.786517,79.975221,7,1131,65,34,25,50.251890833333334,5,0,14,16,8,8,7,24,2425.0
34,7,238,337,0,28.373519,76.835337,12.786517,79.975221,7,1132,65,34,25,45.28538805555556,5,0,19,16,8,8,7,24,2425.0
34,7,238,387,0,28.373519,76.835337,12.786517,79.975221,7,1133,65,34,25,49.71339805555556,5,0,14,16,8,8,7,24,2425.0
31,7,205,366,0,28.373519,76.835337,12.786517,79.975221,14,1134,65,34,25,50.04724083333333,5,0,14,16,8,8,7,24,2425.0
32,7,205,225,0,12.786517,79.975221,22.961777,72.094219,18,1135,65,32,25,62.15969527777778,5,0,2,16,8,8,15,10,1900.0
31,35,160,86,0,28.024453,76.375305,22.961777,72.094219,14,1136,65,33,25,70.18476305555555,4,0,18,16,8,8,14,10,850.0
34,7,199,366,0,12.786517,79.975221,22.961777,72.094219,7,1137,65,32,25,89.31745638888889,4,1,23,17,8,8,15,10,1900.0
31,5,170,611,0,18.750621,73.87719,12.930429,79.931163,14,1138,63,34,24,70.0882675,4,0,18,16,8,8,11,24,1290.0
14,6,241,1078,0,18.750621,73.87719,27.236458,75.91729,0,1139,63,31,24,75.62258138888889,4,0,13,17,8,8,11,22,1175.0
34,7,205,86,0,12.786517,79.975221,28.635325,76.693244,7,1140,65,34,25,111.1500361111111,4,2,15,6,8,8,15,11,2455.0
44,0,305,86,1,11.07,77.097,13.215,80.32,0,1141,55,31,25,-99.73248805555555,4,0,19,15,8,8,15,24,530.0
32,2,238,86,0,12.425747,79.880083,30.000345,76.732209,18,1142,65,32,25,30.497425833333335,6,1,19,2,8,8,15,11,2400.0
44,0,306,86,1,12.72,77.817,12.722,77.87,0,1143,53,27,19,-99.76001111111111,4,0,19,15,8,8,9,14,110.0
31,34,248,86,1,12.683589,77.859239,31.045961,76.664373,14,1144,65,32,25,-11.350209166666666,1,0,2,15,8,8,15,12,2543.0
31,7,238,74,0,28.373519,76.835337,12.786517,79.975221,14,1145,65,32,25,0.9275194444444445,0,0,14,15,8,8,7,24,2425.0
31,7,238,339,0,28.373519,76.835337,12.786517,79.975221,14,1146,65,32,25,0.9258102777777778,0,0,14,15,8,8,7,24,2425.0
32,5,238,82,0,28.373519,76.835337,12.930429,79.931163,18,1147,65,34,25,24.686322222222223,6,0,14,15,8,8,7,24,2400.0
44,5,283,86,1,12.839,79.954,12.839,79.954,0,1148,51,33,24,-3.615306388888889,0,0,18,15,8,8,15,24,660.0
44,0,306,86,1,12.72,77.817,12.722,77.87,0,1149,53,27,19,-99.8029825,4,0,18,15,8,8,9,14,110.0
44,5,318,86,1,12.839,79.954,12.839,79.954,0,1150,51,32,24,-28.577774166666668,1,0,19,14,8,8,15,24,21.0
44,5,271,86,1,12.839,79.954,12.839,79.954,0,1151,51,32,24,-25.652105555555554,1,0,16,14,8,8,15,24,585.0
44,20,309,4,1,11.871,79.739,11.871,79.739,0,1152,51,34,25,-95.37106861111111,4,0,16,17,8,8,13,20,300.0
44,5,312,86,1,12.839,79.954,12.839,79.954,0,1153,51,32,24,-28.062283333333333,1,0,18,14,8,8,15,24,104.0
44,12,300,86,1,28.207,76.856,28.207,76.856,0,1154,53,32,26,-93.60091027777777,4,0,12,15,8,8,14,22,242.0
44,0,293,86,1,12.751,77.804,13.155,80.196,0,1155,55,32,24,-30.85860277777778,1,0,21,14,8,8,9,24,570.0
44,21,286,86,1,22.58,72.22,22.58,72.22,0,1156,65,30,26,-98.28998055555556,4,0,17,15,8,8,6,10,180.0
44,21,286,707,1,22.58,72.22,22.58,72.22,0,1157,65,30,26,-98.30214083333334,4,0,17,15,8,8,6,10,180.0
44,21,307,269,1,22.58,72.22,22.58,72.22,0,1158,65,30,26,-97.35525194444445,4,0,17,16,8,8,6,10,180.0
44,21,286,393,1,22.58,72.22,22.58,72.22,0,1159,65,30,26,-98.26025472222223,4,0,17,15,8,8,6,10,180.0
44,21,286,1288,1,22.58,72.22,22.58,72.22,0,1160,65,30,26,-98.24605,4,0,17,15,8,8,6,10,180.0
44,21,286,389,1,22.58,72.22,22.58,72.22,0,1161,65,30,26,-98.15001472222222,4,0,17,15,8,8,6,10,180.0
44,21,286,1098,1,22.58,72.22,22.58,72.22,0,1162,65,30,26,-98.26667944444445,4,0,17,15,8,8,6,10,180.0
44,21,286,826,1,22.58,72.22,22.58,72.22,0,1163,65,30,26,-97.24256111111112,4,0,17,16,8,8,6,10,180.0
44,21,307,352,1,22.58,72.22,22.58,72.22,0,1164,65,30,26,-98.30845555555555,4,0,17,15,8,8,6,10,180.0
44,5,294,352,1,12.839,79.954,12.839,79.954,0,1165,51,32,24,-28.361888055555557,1,0,17,13,8,8,15,24,29.0
44,32,290,454,1,13.068,79.444,13.068,79.444,0,1166,51,33,24,-99.77860833333334,4,0,17,13,8,8,15,24,320.0
44,21,286,437,1,22.58,72.22,22.58,72.22,0,1167,65,30,26,-98.30867694444444,4,0,17,14,8,8,6,10,180.0
44,20,285,446,1,11.872,79.632,13.102,80.194,0,1168,55,32,24,-29.769537222222223,1,0,19,13,8,8,13,20,300.0
44,20,285,441,1,11.871,79.739,11.871,79.739,0,1169,51,34,24,-26.207205555555557,1,0,18,16,8,8,13,20,300.0
44,20,309,305,1,11.872,79.632,13.102,80.194,0,1170,55,32,24,-35.82279333333334,2,0,3,15,8,8,13,20,300.0
44,20,309,370,1,11.872,79.632,13.102,80.194,0,1171,55,31,24,-84.21620638888889,4,0,3,15,8,8,13,24,175.0
44,20,309,352,1,11.872,79.632,13.102,80.194,0,1172,55,31,24,-77.5088675,3,0,20,15,8,8,13,20,300.0
44,0,319,428,1,13.215,80.32,12.766,77.786,0,1173,55,31,25,-99.58835083333334,4,0,16,12,8,8,15,14,310.0
44,21,307,429,1,22.58,72.22,22.58,72.22,0,1174,65,30,26,-97.63214638888888,4,0,16,14,8,8,6,10,180.0
44,21,286,1186,1,22.58,72.22,22.58,72.22,0,1175,65,30,26,-97.85815083333334,4,0,16,14,8,8,6,10,180.0
44,21,286,352,1,22.58,72.22,22.58,72.22,0,1176,65,30,26,-98.1516825,4,0,16,14,8,8,6,10,180.0
44,20,309,352,1,11.872,79.632,13.102,80.194,0,1177,55,32,24,-28.39688888888889,1,0,19,15,8,8,13,20,300.0
44,21,307,1182,1,22.58,72.22,22.58,72.22,0,1178,65,30,26,-97.43594722222223,4,0,16,14,8,8,6,10,180.0
44,21,286,1054,1,22.58,72.22,22.58,72.22,0,1179,65,30,26,-97.73296,4,0,16,14,8,8,6,10,180.0
44,20,309,1054,1,11.871,79.739,11.871,79.739,0,1180,51,34,24,-95.86916111111111,4,0,14,14,8,8,13,20,300.0
44,0,316,263,1,13.215,80.32,12.766,77.786,0,1181,55,32,25,-30.870641666666668,1,0,19,12,8,8,9,24,365.0
44,21,286,161,1,22.58,72.22,22.58,72.22,0,1182,65,30,26,-98.45177305555555,4,0,15,13,8,8,6,10,180.0
44,21,286,1022,1,22.58,72.22,22.58,72.22,0,1183,65,30,26,-98.10446027777778,4,0,15,13,8,8,6,10,180.0
44,21,307,370,1,22.58,72.22,22.58,72.22,0,1184,65,30,26,-97.48939444444444,4,0,15,14,8,8,6,10,180.0
44,21,286,195,1,22.58,72.22,22.58,72.22,0,1185,65,30,26,-97.4859575,4,0,15,14,8,8,6,10,180.0
44,21,307,434,1,22.58,72.22,22.58,72.22,0,1186,65,30,26,-97.42536944444444,4,0,15,14,8,8,6,10,180.0
44,21,286,434,1,22.58,72.22,22.58,72.22,0,1187,65,30,26,-98.10318805555555,4,0,15,13,8,8,6,10,180.0
44,0,273,670,1,13.215,80.32,12.702,77.857,0,1188,55,32,25,-2.559825,0,0,14,11,8,8,15,24,350.0
44,21,286,86,1,22.58,72.22,22.58,72.22,0,1189,65,30,26,-97.89416027777777,4,0,15,13,8,8,6,10,180.0
44,21,307,86,1,22.58,72.22,22.58,72.22,0,1190,65,30,26,-97.27279527777777,4,0,15,13,8,8,6,10,180.0
44,21,286,370,1,22.58,72.22,22.58,72.22,0,1191,65,30,26,-97.08196944444444,4,0,15,14,8,8,6,10,180.0
44,21,307,1285,1,22.58,72.22,22.58,72.22,0,1192,65,30,26,-97.2065,4,0,15,14,8,8,6,10,180.0
44,0,306,934,1,12.72,77.817,12.722,77.87,0,1193,53,27,19,-99.86063972222222,4,0,15,11,8,8,9,14,110.0
44,0,306,883,1,12.72,77.817,12.722,77.87,0,1194,53,27,19,-99.83230083333333,4,0,15,11,8,8,9,14,110.0
44,5,283,259,1,12.839,79.954,12.839,79.954,0,1195,51,32,24,-35.936012222222224,1,0,22,11,8,8,15,24,3.0
44,0,306,944,1,12.72,77.817,12.722,77.87,0,1196,53,27,19,-99.88612777777777,4,0,14,11,8,8,9,14,110.0
44,5,288,677,1,12.839,79.954,12.839,79.954,0,1197,51,32,24,-39.53777111111111,2,0,2,10,8,8,15,24,20.0
44,5,292,1113,1,12.839,79.954,12.839,79.954,0,1198,51,32,24,-31.873419444444444,1,0,18,10,8,8,15,24,3.0
44,0,306,627,1,12.72,77.817,12.722,77.87,0,1199,53,27,19,-99.7039361111111,4,0,14,10,8,8,9,14,110.0
44,0,306,104,1,12.72,77.817,12.722,77.87,0,1200,53,27,19,-99.85294166666667,4,0,14,10,8,8,9,14,110.0
