latitude,longitude,startdate,enddate,weather_code,temperature_max,temperature_min
28.373519,76.835337,2020-07-06,2020-07-11,63,37,26
13.087428,80.184717,2020-07-08,2020-07-12,65,33,24
30.000345,76.732209,2020-07-08,2020-07-12,65,35,24
22.961777,72.094219,2020-07-08,2020-07-10,63,34,26
28.373519,76.835337,2020-07-08,2020-07-10,63,37,26
22.961777,72.094219,2020-07-06,2020-07-10,63,34,26
12.786517,79.975221,2020-07-06,2020-07-10,63,34,24
12.683589,77.859239,2020-06-10,2020-07-10,63,30,19
12.683589,77.859239,2020-06-25,2020-07-10,63,29,19
12.683589,77.859239,2020-07-03,2020-07-10,63,28,19
12.683589,77.859239,2020-07-04,2020-07-10,63,28,19
22.961777,72.094219,2020-06-10,2020-07-11,65,40,26
12.767195,80.064668,2020-06-10,2020-07-11,65,40,24
13.087428,80.184717,2020-06-20,2020-07-10,65,38,24
18.750621,73.87719,2020-06-20,2020-07-10,65,31,21
12.671093,77.779537,2020-07-10,2020-07-10,61,24,19
22.961777,72.094219,2020-07-03,2020-07-11,65,38,26
28.373519,76.835337,2020-07-03,2020-07-11,63,40,25
12.930429,79.931163,2020-07-08,2020-07-11,63,32,24
23.18918,72.552278,2020-07-02,2020-07-08,65,38,25
21.606548,73.009534,2020-07-02,2020-07-08,65,35,25
12.722686,77.676518,2020-06-24,2020-07-10,65,28,18
14.6819,77.6006,2020-06-24,2020-07-10,65,36,23
12.722686,77.676518,2020-07-01,2020-07-11,63,27,18
28.373519,76.835337,2020-07-01,2020-07-11,63,40,25
12.722686,77.676518,2020-07-02,2020-07-10,63,27,18
17.603892,78.629944,2020-07-02,2020-07-10,63,31,22
13.087428,80.184717,2020-07-04,2020-07-11,65,35,24
18.750621,73.87719,2020-07-04,2020-07-11,65,27,22
13.007503209603689,77.66509885593489,2020-07-08,2020-07-10,63,26,19
13.025282,77.510345,1970-01-01,1970-01-01,51,24,16
28.192852,77.249137,1970-01-01,1970-01-01,3,24,9
12.671093,77.779537,1970-01-01,1970-01-01,3,23,16
31.045961,76.664373,1970-01-01,1970-01-01,0,21,4
13.010768,79.993135,1970-01-01,1970-01-01,51,26,21
27.033987,75.776267,1970-01-01,1970-01-01,3,23,8
18.750621,73.87719,2020-07-06,2020-07-09,63,27,22
12.930429,79.931163,2020-07-06,2020-07-09,63,34,25
11.874962,79.714747,2020-07-02,2020-07-08,55,37,25
28.373519,76.835337,2020-07-02,2020-07-08,61,40,25
12.849818,79.913634,2020-06-13,2020-07-08,65,39,24
21.148567,72.792395,2020-06-13,2020-07-08,63,32,26
12.671093,77.779537,2020-06-03,2020-07-08,65,30,19
12.767195,80.064668,2020-06-03,2020-07-08,65,40,25
16.560192249175344,80.79229309159953,2020-06-25,2020-07-08,63,34,25
26.759452,84.45927,2020-06-25,2020-07-08,65,32,25
23.998917,85.365551,2020-06-29,2020-07-08,65,31,22
22.23162764580801,84.86986841751269,2020-06-29,2020-07-08,65,32,24
20.7397417249798,86.11676944223885,2020-06-29,2020-07-08,65,34,25
28.373519,76.835337,2020-07-06,2020-07-08,61,35,26
22.961777,72.094219,2020-07-06,2020-07-08,63,33,26
28.373519,76.835337,2020-07-01,2020-07-08,61,40,25
22.961777,72.094219,2020-07-01,2020-07-08,65,38,26
21.581377,81.945298,2020-07-02,2020-07-08,63,33,24
24.243805,87.236953,2020-07-02,2020-07-08,63,34,25
23.998917,85.365551,2020-07-02,2020-07-08,65,31,23
16.560192249175344,80.79229309159953,2020-07-02,2020-07-08,63,33,25
24.013778,85.746155,2020-07-02,2020-07-08,65,31,23
22.961777,72.094219,2020-06-22,2020-07-08,65,40,26
28.373519,76.835337,2020-06-22,2020-07-08,61,40,25
12.786517,79.975221,2020-06-10,2020-07-10,65,39,24
28.635325,76.693244,2020-06-10,2020-07-10,63,42,25
13.007503209603689,77.66509885593489,2020-07-07,2020-07-08,63,27,19
18.750621,73.87719,2020-07-03,2020-07-08,65,29,22
12.930429,79.931163,2020-07-03,2020-07-08,63,34,25
12.767195,80.064668,2020-06-05,2020-07-10,65,40,24
28.635325,76.693244,2020-06-05,2020-07-10,63,42,24
12.671093,77.779537,2020-07-07,2020-07-08,63,27,19
18.750621,73.87719,2020-07-04,2020-07-08,65,27,22
12.930429,79.931163,2020-07-04,2020-07-08,63,34,25
18.750621,73.87719,2020-07-02,2020-07-08,65,29,22
12.930429,79.931163,2020-07-02,2020-07-08,63,34,25
12.425747,79.880083,2020-07-02,2020-07-09,63,36,25
18.750621,73.87719,2020-07-02,2020-07-09,65,29,22
28.373519,76.835337,2020-06-30,2020-07-09,63,40,25
12.930429,79.931163,2020-06-30,2020-07-09,63,34,25
12.671093,77.779537,2020-07-06,2020-07-07,55,27,20
12.786517,79.975221,2020-07-06,2020-07-07,61,34,25
12.786517,79.975221,2020-07-01,2020-07-07,63,34,25
28.373519,76.835337,2020-07-01,2020-07-07,61,40,25
28.373519,76.835337,2020-07-02,2020-07-07,61,40,25
12.786517,79.975221,2020-07-02,2020-07-07,63,34,25
18.750621,73.87719,2020-06-29,2020-07-07,65,29,22
12.930429,79.931163,2020-06-29,2020-07-07,63,34,25
28.373519,76.835337,2020-07-06,2020-07-07,61,35,26
22.961777,72.094219,2020-07-06,2020-07-07,63,33,26
22.961777,72.094219,2020-07-03,2020-07-07,65,38,26
28.373519,76.835337,2020-07-03,2020-07-07,61,40,25
22.961777,72.094219,2020-07-01,2020-07-07,65,38,26
12.930429,79.931163,2020-07-03,2020-07-07,61,34,25
12.767195,80.064668,2020-06-05,2020-07-09,65,40,25
28.635325,76.693244,2020-06-05,2020-07-09,63,42,24
12.767195,80.064668,2020-06-09,2020-07-08,65,40,25
28.635325,76.693244,2020-06-09,2020-07-08,63,42,25
22.961777,72.094219,2020-07-02,2020-07-07,65,38,26
18.750621,73.87719,2020-06-18,2020-07-08,65,31,21
28.664116,77.044933,2020-06-18,2020-07-08,63,40,24
12.722686,77.676518,2020-06-16,2020-07-07,65,29,19
29.942343,78.154662,2020-06-16,2020-07-07,65,37,24
12.223062,76.690357,2020-06-29,2020-07-08,65,30,20
31.045961,76.664373,2020-06-29,2020-07-08,63,37,23
18.750621,73.87719,2020-06-27,2020-07-06,65,30,22
12.930429,79.931163,2020-06-27,2020-07-06,63,34,25
22.961777,72.094219,2020-06-30,2020-07-07,65,38,26
12.786517,79.975221,2020-06-30,2020-07-07,63,34,25
18.750621,73.87719,2020-06-27,2020-07-07,65,30,22
32.684722,74.877028,2020-06-27,2020-07-07,65,39,25
12.930429,79.931163,2020-06-30,2020-07-06,63,33,25
18.674382,74.194453,2020-06-30,2020-07-06,65,30,22
28.373519,76.835337,2020-07-04,2020-07-06,61,39,25
22.961777,72.094219,2020-07-04,2020-07-06,65,36,26
28.373519,76.835337,2020-07-01,2020-07-06,61,40,25
12.930429,79.931163,2020-07-01,2020-07-06,63,33,25
12.786517,79.975221,2020-06-30,2020-07-06,63,33,25
22.961777,72.094219,2020-06-30,2020-07-06,65,38,26
12.786517,79.975221,2020-07-02,2020-07-06,63,33,25
22.961777,72.094219,2020-07-02,2020-07-06,65,38,26
18.750621,73.87719,2020-06-30,2020-07-06,65,29,22
13.087428,80.184717,2020-06-30,2020-07-06,63,34,25
12.930429,79.931163,2020-06-29,2020-07-06,63,33,25
18.750621,73.87719,2020-06-29,2020-07-06,65,29,22
12.786517,79.975221,2020-07-01,2020-07-06,63,33,25
12.767195,80.064668,2020-06-17,2020-07-07,65,39,25
28.635325,76.693244,2020-06-17,2020-07-07,63,42,25
27.479065,94.961065,2020-06-24,2020-07-08,65,31,23
19.02709462686757,73.10997650403301,2020-07-01,2020-07-08,65,30,25
13.755692,77.49314,2020-06-23,2020-07-05,65,34,21
27.033987,75.776267,2020-06-23,2020-07-05,63,40,26
18.750621,73.87719,2020-06-09,2020-07-04,65,31,21
28.30904,76.969455,2020-06-09,2020-07-04,53,41,26
12.671093,77.779537,2020-07-04,2020-07-04,63,27,19
12.786517,79.975221,2020-06-29,2020-07-04,63,33,25
28.373519,76.835337,2020-06-29,2020-07-04,51,40,27
22.961777,72.094219,2020-06-29,2020-07-04,61,39,28
18.750621,73.87719,2020-06-28,2020-07-04,65,30,22
31.387859,76.762507,2020-06-28,2020-07-04,63,34,24
22.961777,72.094219,2020-06-30,2020-07-04,61,38,28
12.786517,79.975221,2020-06-30,2020-07-04,63,33,25
28.373519,76.835337,2020-06-30,2020-07-05,61,40,25
12.786517,79.975221,2020-06-30,2020-07-05,63,33,25
18.750621,73.87719,2020-06-29,2020-07-04,65,29,22
28.30904,76.969455,2020-06-29,2020-07-04,51,40,27
18.750621,73.87719,2020-06-29,2020-07-05,65,29,22
27.236458,75.91729,2020-06-29,2020-07-05,63,40,26
12.671093,77.779537,2020-07-03,2020-07-04,63,27,19
27.236458,75.91729,2020-06-28,2020-07-04,63,40,27
13.007503209603689,77.66509885593489,2020-06-30,2020-07-04,65,28,20
12.722686,77.676518,2020-06-24,2020-07-04,65,28,19
8.172701,77.409815,2020-06-24,2020-07-04,63,33,23
12.849818,79.913634,2020-06-20,2020-07-03,65,38,24
26.852381,75.76622,2020-06-20,2020-07-03,63,41,27
28.373519,76.835337,2020-07-02,2020-07-03,1,40,29
22.961777,72.094219,2020-07-02,2020-07-03,3,38,28
12.671093,77.779537,2020-07-03,2020-07-03,63,26,20
12.930429,79.931163,2020-06-30,2020-07-03,63,33,25
18.674382,74.194453,2020-06-30,2020-07-03,63,30,22
12.425747,79.880083,2020-06-27,2020-07-04,65,35,25
18.750621,73.87719,2020-06-27,2020-07-04,65,30,22
22.961777,72.094219,2020-06-29,2020-07-03,61,39,28
28.373519,76.835337,2020-06-29,2020-07-03,51,40,27
12.671093,77.779537,2020-07-02,2020-07-03,63,26,20
12.930429,79.931163,2020-06-30,2020-07-04,63,33,25
18.750621,73.87719,2020-06-30,2020-07-04,65,29,22
13.007503209603689,77.66509885593489,2020-06-29,2020-07-03,65,28,20
16.560192249175344,80.79229309159953,2020-06-23,2020-07-03,63,34,25
26.759452,84.45927,2020-06-23,2020-07-03,65,32,25
18.750621,73.87719,2020-06-28,2020-07-03,63,30,22
16.184556,80.332451,2020-06-28,2020-07-03,65,34,25
18.750621,73.87719,2020-06-27,2020-07-03,63,30,22
27.236458,75.91729,2020-06-27,2020-07-03,51,40,28
27.236458,75.91729,2020-06-28,2020-07-03,51,40,28
28.30904,76.969455,2020-06-27,2020-07-03,51,40,27
18.750621,73.87719,2020-06-18,2020-07-04,65,31,21
26.105147,91.712526,2020-06-18,2020-07-04,65,32,24
18.750621,73.87719,2020-06-18,2020-07-03,63,31,21
26.105147,91.712526,2020-06-18,2020-07-03,65,32,24
22.23162764580801,84.86986841751269,2020-06-27,2020-07-08,65,32,24
18.750621,73.87719,2020-06-26,2020-07-03,63,30,22
13.087428,80.184717,2020-06-26,2020-07-03,63,34,25
28.373519,76.835337,2020-07-01,2020-07-02,51,39,27
22.961777,72.094219,2020-07-01,2020-07-02,3,38,28
11.874962,79.714747,2020-06-26,2020-07-02,65,35,25
28.373519,76.835337,2020-06-26,2020-07-02,51,40,27
16.560192249175344,80.79229309159953,2020-06-22,2020-07-02,63,34,25
26.759452,84.45927,2020-06-22,2020-07-02,65,32,25
12.930429,79.931163,2020-06-29,2020-07-02,63,33,25
18.750621,73.87719,2020-06-29,2020-07-02,63,28,22
22.961777,72.094219,2020-06-25,2020-07-02,63,40,28
12.930429,79.931163,2020-06-25,2020-07-02,63,34,25
22.23162764580801,84.86986841751269,2020-06-26,2020-07-08,65,32,24
13.755692,77.49314,2020-06-07,2020-07-03,65,34,21
28.463698,77.333878,2020-06-07,2020-07-03,55,41,25
12.829465,80.209822,2020-01-30,2020-07-02,65,41,20
10.334302,76.240505,2020-01-30,2020-07-02,65,38,20
17.638373,74.065262,2020-06-12,2020-07-01,65,31,20
12.930429,79.931163,2020-06-12,2020-07-01,65,39,25
28.373519,76.835337,2020-06-30,2020-07-01,51,37,27
22.961777,72.094219,2020-06-30,2020-07-01,61,37,28
12.786517,79.975221,2020-06-17,2020-07-01,65,39,24
22.961777,72.094219,2020-06-17,2020-07-01,63,40,27
13.007503209603689,77.66509885593489,2020-06-26,2020-07-01,63,28,20
12.849818,79.913634,2020-06-30,2020-07-01,65,33,25
17.5314,78.265,2020-06-30,2020-07-01,53,30,23
19.731725,73.812498,2020-06-15,2020-06-30,65,29,22
13.154554,80.226555,2020-06-15,2020-06-30,63,39,25
12.425747,79.880083,2020-06-25,2020-06-30,65,35,25
18.750621,73.87719,2020-06-25,2020-06-30,63,31,21
13.087428,80.184717,2020-06-17,2020-06-30,63,39,25
28.51276,77.07805,2020-06-17,2020-06-30,55,41,26
22.961777,72.094219,2020-06-24,2020-07-01,63,40,28
28.373519,76.835337,2020-06-24,2020-07-01,53,40,26
28.373519,76.835337,2020-06-23,2020-07-02,53,40,26
12.930429,79.931163,2020-06-23,2020-07-02,63,35,25
12.425747,79.880083,2020-06-26,2020-07-02,65,35,25
30.000345,76.732209,2020-06-26,2020-07-02,53,38,25
28.373519,76.835337,2020-06-25,2020-07-02,51,40,26
18.750621,73.87719,2020-06-27,2020-06-30,63,30,22
12.930429,79.931163,2020-06-27,2020-06-30,63,34,25
16.560192249175344,80.79229309159953,2020-05-30,2020-06-30,63,40,25
22.95210237429815,88.45701479607611,2020-05-30,2020-06-30,65,33,25
13.010768,79.993135,2020-06-23,2020-06-30,63,34,25
28.463698,77.333878,2020-06-23,2020-06-30,55,40,26
16.560192249175344,80.79229309159953,2019-10-23,2020-06-30,65,44,17
12.896896847817697,77.71222305687486,2019-10-23,2020-06-30,65,36,13
16.560192249175344,80.79229309159953,2019-10-26,2020-06-30,63,44,17
12.777874729699615,77.64227553734709,2019-10-26,2020-06-30,65,35,14
16.560192249175344,80.79229309159953,2019-11-05,2020-06-30,63,44,17
13.01693928244564,77.76302640284463,2019-11-05,2020-06-30,65,36,13
13.010768,79.993135,2020-06-16,2020-06-30,65,39,25
28.463698,77.333878,2020-06-16,2020-06-30,55,41,26
18.750621,73.87719,2020-06-23,2020-06-30,63,31,21
12.930429,79.931163,2020-06-23,2020-06-30,63,35,25
12.930429,79.931163,2020-06-25,2020-06-30,63,34,25
18.750621,73.87719,2020-06-24,2020-06-30,63,31,21
12.930429,79.931163,2020-06-24,2020-06-30,63,34,25
12.767195,80.064668,2020-06-06,2020-06-30,65,40,25
28.635325,76.693244,2020-06-06,2020-06-30,61,42,24
26.19229040350968,91.75127677536253,2020-06-22,2020-07-08,65,32,24
26.765221,94.166734,2020-06-22,2020-07-08,63,33,24
16.560192249175344,80.79229309159953,2020-06-24,2020-06-29,63,34,26
22.115158,83.963843,2020-06-24,2020-06-29,65,32,24
18.750621,73.87719,2020-06-03,2020-06-30,65,31,21
28.664116,77.044933,2020-06-03,2020-06-30,61,40,23
18.750621,73.87719,2020-06-23,2020-06-29,63,31,21
12.930429,79.931163,2020-06-23,2020-06-29,63,35,25
18.750621,73.87719,2020-06-22,2020-06-29,63,31,21
12.930429,79.931163,2020-06-22,2020-06-29,65,37,25
18.750621,73.87719,2020-06-20,2020-06-29,63,31,21
12.930429,79.931163,2020-06-20,2020-06-29,65,38,25
18.750621,73.87719,2020-06-26,2020-06-29,63,30,22
12.930429,79.931163,2020-06-26,2020-06-29,63,34,25
16.560192249175344,80.79229309159953,2020-01-06,2020-06-29,63,44,17
22.276162,86.168143,2020-01-06,2020-06-29,65,40,8
26.19229040350968,91.75127677536253,2020-06-26,2020-06-29,65,31,24
26.655095,90.262004,2020-06-26,2020-06-29,65,30,23
18.750621,73.87719,2020-06-25,2020-06-29,63,31,21
12.930429,79.931163,2020-06-25,2020-06-29,63,34,25
17.638373,74.065262,2020-06-15,2020-06-29,65,31,20
12.930429,79.931163,2020-06-15,2020-06-29,65,39,25
16.560192249175344,80.79229309159953,2020-06-25,2020-06-29,63,34,26
13.0631,77.590597,2020-06-25,2020-06-29,65,29,20
12.425747,79.880083,2020-06-23,2020-06-28,65,36,25
18.750621,73.87719,2020-06-23,2020-06-28,63,31,21
11.874962,79.714747,2020-06-24,2020-06-29,65,35,25
28.373519,76.835337,2020-06-24,2020-06-29,53,40,26
12.722686,77.676518,2020-06-19,2020-06-28,65,29,19
11.11456,76.994137,2020-06-19,2020-06-28,63,35,23
12.786517,79.975221,2020-06-17,2020-06-27,65,39,24
28.635325,76.693244,2020-06-17,2020-06-27,61,42,27
19.731725,73.812498,2020-06-16,2020-06-27,65,29,22
17.389673,78.478036,2020-06-16,2020-06-27,63,32,23
28.722966,77.345364,2020-06-20,2020-07-08,61,39,24
12.786517,79.975221,2020-06-16,2020-06-28,65,39,24
28.373519,76.835337,2020-06-16,2020-06-28,53,41,26
25.4976877863964,85.31407605559771,2020-01-22,2020-06-27,65,41,7
26.759452,84.45927,2020-01-22,2020-06-27,65,38,7
12.786517,79.975221,2020-06-17,2020-06-26,65,39,24
28.373519,76.835337,2020-06-17,2020-06-26,53,41,26
22.961777,72.094219,2020-06-17,2020-06-26,63,39,27
22.961777,72.094219,2020-06-17,2020-06-27,63,40,27
28.373519,76.835337,2020-06-17,2020-06-27,53,41,26
12.767195,80.064668,2020-06-12,2020-06-27,65,40,25
22.961777,72.094219,2020-06-12,2020-06-27,63,40,26
12.930429,79.931163,2020-06-15,2020-06-26,65,39,25
17.638373,74.065262,2020-06-15,2020-06-26,65,31,20
12.683589,77.859239,2020-06-20,2020-06-26,63,30,20
31.045961,76.664373,2020-06-20,2020-06-26,61,39,23
19.731725,73.812498,2020-06-08,2020-06-27,65,29,21
17.125999,78.497925,2020-06-08,2020-06-27,63,35,22
18.750621,73.87719,2020-06-11,2020-06-27,65,31,21
12.930429,79.931163,2020-06-11,2020-06-27,65,39,25
12.767195,80.064668,2020-06-18,2020-06-26,65,39,25
22.961777,72.094219,2020-06-18,2020-06-26,63,39,27
23.675623,86.096278,2020-05-11,2020-06-25,65,39,21
23.67348,86.129379,2019-09-23,2020-06-25,65,39,7
23.250966,85.241196,2019-09-23,2020-06-25,65,38,6
12.671093,77.779537,2020-06-22,2020-06-25,63,29,20
12.930429,79.931163,2020-06-22,2020-06-25,65,37,25
22.23162764580801,84.86986841751269,2020-06-23,2020-06-25,53,33,24
18.750621,73.87719,2020-06-17,2020-06-25,65,31,21
12.930429,79.931163,2020-06-17,2020-06-25,65,39,25
18.750621,73.87719,2020-06-19,2020-06-25,63,31,21
12.930429,79.931163,2020-06-19,2020-06-25,65,39,25
18.750621,73.87719,2020-06-20,2020-06-25,63,31,21
12.930429,79.931163,2020-06-20,2020-06-25,65,38,25
12.849818,79.913634,2020-06-16,2020-06-26,65,39,24
20.327233,72.981488,2020-06-16,2020-06-26,63,32,25
28.373519,76.835337,2020-06-18,2020-06-25,53,41,26
12.930429,79.931163,2020-06-18,2020-06-25,65,39,25
13.087428,80.184717,2020-06-18,2020-06-25,63,39,25
28.51276,77.07805,2020-06-18,2020-06-25,55,41,26
13.087428,80.184717,2020-06-20,2020-06-25,63,38,25
13.087428,80.184717,2020-06-18,2020-06-26,63,39,25
18.750621,73.87719,2020-06-18,2020-06-26,63,31,21
13.087428,80.184717,2020-06-17,2020-06-26,63,39,25
18.750621,73.87719,2020-06-17,2020-06-26,65,31,21
18.750621,73.87719,2020-06-18,2020-06-24,63,30,22
28.664116,77.044933,2020-06-18,2020-06-24,61,40,27
12.930429,79.931163,2020-06-18,2020-06-24,65,39,25
22.23162764580801,84.86986841751269,2020-06-23,2020-06-24,51,33,24
12.930429,79.931163,2020-06-23,2020-06-24,61,35,25
18.674382,74.194453,2020-06-23,2020-06-24,61,31,22
18.750621,73.87719,2020-06-10,2020-06-24,65,30,22
26.131293,91.749014,2020-06-10,2020-06-24,65,33,25
31.387859,76.762507,2020-06-10,2020-06-24,55,37,21
18.750621,73.87719,2020-06-17,2020-06-24,65,30,22
28.30904,76.969455,2020-06-17,2020-06-24,53,41,27
13.007503209603689,77.66509885593489,2020-06-22,2020-06-24,63,30,20
12.722686,77.676518,2020-06-16,2020-06-24,63,29,19
12.938565,80.237708,2020-06-16,2020-06-24,65,38,25
13.025282,77.510345,2020-06-13,2020-06-23,63,30,19
28.463698,77.333878,2020-06-13,2020-06-23,55,41,27
22.961777,72.094219,2020-06-16,2020-06-23,51,39,27
12.671093,77.779537,2020-06-16,2020-06-23,53,29,20
25.609688,85.118112,2019-09-18,2020-06-23,65,41,5
26.759452,84.45927,2019-09-18,2020-06-23,65,38,4
12.786517,79.975221,2020-06-17,2020-06-23,65,39,25
22.961777,72.094219,2020-06-17,2020-06-23,51,39,27
13.087428,80.184717,2020-06-17,2020-06-23,63,39,25
28.373519,76.835337,2020-06-17,2020-06-23,53,41,27
18.750621,73.87719,2020-06-19,2020-06-23,51,29,22
12.930429,79.931163,2020-06-19,2020-06-23,65,39,25
18.750621,73.87719,2020-06-17,2020-06-23,65,29,22
12.930429,79.931163,2020-06-17,2020-06-23,65,39,25
13.007503209603689,77.66509885593489,2020-01-23,2020-06-23,63,35,14
13.00806402582086,77.66475541769924,2019-09-17,2020-06-23,65,35,14
13.007503209603689,77.66509885593489,2020-01-08,2020-06-23,63,35,14
13.007503209603689,77.66509885593489,2020-01-18,2020-06-23,63,35,14
18.750621,73.87719,2020-06-13,2020-06-23,65,29,22
12.930429,79.931163,2020-06-13,2020-06-23,65,39,25
19.731725,73.812498,2020-06-22,2020-06-23,53,26,22
17.389673,78.478036,2020-06-22,2020-06-23,51,32,23
28.373519,76.835337,2020-06-18,2020-06-23,53,41,27
12.786517,79.975221,2020-06-18,2020-06-23,65,39,25
12.930429,79.931163,2020-06-23,2020-06-23,61,35,25
18.674382,74.194453,2020-06-23,2020-06-23,51,30,22
12.767195,80.064668,2020-06-17,2020-06-24,65,39,25
28.635325,76.693244,2020-06-17,2020-06-24,61,42,27
22.961777,72.094219,2020-06-22,2020-06-22,51,34,28
28.373519,76.835337,2020-06-22,2020-06-22,51,36,27
16.560192249175344,80.79229309159953,2020-06-20,2020-06-22,63,34,26
17.556417,78.099421,2020-06-20,2020-06-22,55,31,23
19.731725,73.812498,2020-06-13,2020-06-23,65,28,22
22.9949088,72.6088026,2020-06-13,2020-06-23,63,37,26
18.750621,73.87719,2020-06-13,2020-06-22,65,29,22
12.930429,79.931163,2020-06-13,2020-06-22,65,39,26
18.750621,73.87719,2020-06-11,2020-06-23,65,30,22
12.930429,79.931163,2020-06-11,2020-06-23,65,39,25
18.068686,74.609489,2020-06-12,2020-06-22,65,31,22
12.930429,79.931163,2020-06-12,2020-06-22,65,39,26
16.560192249175344,80.79229309159953,2020-06-19,2020-06-22,63,34,26
12.777874729699615,77.64227553734709,2020-06-19,2020-06-22,61,29,19
13.017016,79.481638,2020-06-13,2020-06-22,63,39,26
22.105618,73.152148,2020-06-13,2020-06-22,63,34,26
22.961777,72.094219,2020-06-17,2020-06-22,51,39,27
12.786517,79.975221,2020-06-17,2020-06-22,65,39,26
13.087428,80.184717,2020-06-17,2020-06-22,63,39,26
18.750621,73.87719,2020-06-17,2020-06-22,65,29,22
22.961777,72.094219,2020-06-15,2020-06-22,51,39,27
28.373519,76.835337,2020-06-15,2020-06-22,51,41,27
13.087428,80.184717,2020-06-13,2020-06-22,63,39,26
30.000345,76.732209,2020-06-13,2020-06-22,61,39,25
12.930429,79.931163,2020-06-15,2020-06-22,65,39,26
22.22038110012015,84.8605717192225,2020-02-12,2020-06-21,65,41,9
20.7397417249798,86.11676944223885,2020-02-12,2020-06-21,65,39,12
19.731725,73.812498,2020-06-10,2020-06-21,65,28,22
11.105441,77.340339,2020-06-10,2020-06-21,63,34,22
23.67348,86.129379,2020-05-05,2020-06-20,65,39,21
24.684751,85.991744,2020-05-05,2020-06-20,65,40,20
23.67348,86.129379,2020-05-14,2020-06-20,65,39,21
12.849818,79.913634,2020-06-13,2020-06-21,53,39,27
18.660455,73.900709,2020-06-13,2020-06-21,65,29,22
12.671093,77.779537,2020-06-19,2020-06-20,53,29,20
12.849818,79.913634,2020-06-06,2020-06-21,53,39,26
21.889686,83.241233,2020-06-06,2020-06-21,65,37,23
12.425747,79.880083,2020-06-16,2020-06-20,55,39,27
18.750621,73.87719,2020-06-16,2020-06-20,65,29,22
19.731725,73.812498,2020-06-12,2020-06-20,65,28,22
12.712683,77.289361,2020-06-12,2020-06-20,55,32,21
12.722686,77.676518,2020-06-06,2020-06-20,61,29,19
10.797197,78.682419,2020-06-06,2020-06-20,55,40,26
28.658633,77.438643,2020-06-12,2020-06-19,51,40,27
21.581377,81.945298,2020-06-15,2020-06-19,63,33,24
23.998917,85.365551,2020-06-15,2020-06-19,65,28,23
22.85525,86.220932,2020-06-15,2020-06-19,65,31,24
26.19229040350968,91.75127677536253,2020-06-15,2020-06-19,65,31,25
23.176713,86.933714,2020-06-15,2020-06-19,65,31,25
21.581377,81.945298,2020-06-17,2020-06-19,53,33,25
22.85525,86.220932,2020-06-17,2020-06-19,61,31,24
26.941377,75.678991,2020-05-12,2020-06-19,63,42,23
25.178141,73.052334,2020-05-12,2020-06-19,65,42,25
22.961777,72.094219,2020-06-15,2020-06-19,51,39,27
18.750621,73.87719,2020-06-15,2020-06-19,65,28,22
22.961777,72.094219,2020-06-16,2020-06-19,51,39,27
12.786517,79.975221,2020-06-16,2020-06-19,51,39,28
22.961777,72.094219,2020-06-03,2020-06-19,63,39,26
28.635325,76.693244,2020-06-03,2020-06-19,51,42,24
26.19229040350968,91.75127677536253,2020-05-12,2020-06-19,65,34,21
26.765221,94.166734,2020-05-12,2020-06-19,65,33,20
26.19229040350968,91.75127677536253,2020-05-21,2020-06-19,65,33,21
12.786517,79.975221,2020-06-16,2020-06-20,53,39,27
13.007503209603689,77.66509885593489,2020-06-17,2020-06-19,61,30,20
16.560192249175344,80.79229309159953,2020-06-17,2020-06-19,61,33,26
12.777874729699615,77.64227553734709,2020-06-17,2020-06-19,53,28,19
26.19229040350968,91.75127677536253,2019-11-30,2020-06-19,65,35,9
13.007503209603689,77.66509885593489,2020-06-16,2020-06-19,61,30,20
13.755692,77.49314,2020-06-16,2020-06-19,55,32,22
28.463698,77.333878,2020-06-16,2020-06-19,2,41,28
13.010768,79.993135,2020-06-13,2020-06-19,53,39,28
28.463698,77.333878,2020-06-13,2020-06-19,3,41,28
12.683589,77.859239,2020-06-02,2020-06-20,63,31,20
31.045961,76.664373,2020-06-02,2020-06-20,53,40,19
12.767195,80.064668,2020-06-11,2020-06-19,53,40,26
28.635325,76.693244,2020-06-11,2020-06-19,51,42,27
12.767195,80.064668,2020-06-01,2020-06-19,61,40,26
28.635325,76.693244,2020-06-01,2020-06-19,51,42,21
12.767195,80.064668,2020-06-08,2020-06-19,61,40,26
28.635325,76.693244,2020-06-08,2020-06-19,51,42,25
12.930429,79.931163,2020-06-13,2020-06-19,51,39,27
18.674382,74.194453,2020-06-13,2020-06-19,63,29,22
12.930429,79.931163,2020-06-12,2020-06-19,51,39,26
18.674382,74.194453,2020-06-12,2020-06-19,63,30,22
12.767195,80.064668,2020-06-12,2020-06-20,55,40,26
28.635325,76.693244,2020-06-12,2020-06-20,51,42,28
12.722686,77.676518,2020-06-13,2020-06-20,55,29,19
28.373519,76.835337,2020-06-13,2020-06-20,51,41,28
12.786517,79.975221,2020-06-17,2020-06-20,53,39,27
22.961777,72.094219,2020-06-17,2020-06-20,51,39,27
12.223062,76.690357,2020-06-18,2020-06-18,51,28,21
31.045961,76.664373,2020-06-18,2020-06-18,0,40,27
18.750621,73.87719,2020-06-11,2020-06-20,65,30,22
32.622535,74.932568,2020-06-11,2020-06-20,3,39,23
22.961777,72.094219,2020-06-11,2020-06-18,63,38,26
18.750621,73.87719,2020-06-11,2020-06-18,65,30,22
16.560192249175344,80.79229309159953,2020-02-04,2020-06-18,63,44,20
